rev_id	comment	year	logged_in	ns	sample	split
52473.0	`NEWLINE_TOKENNEWLINE_TOKENCan anyone provide any justification for the spelling ``Middle Earth`` used throughout Wikipedia? Where in Tolkien's work is this spelling used? Everywhere I've looked he spells it ``Middle-earth`` (hyphenated, with a lowercase e). , Friday, April 12, 2002NEWLINE_TOKENNEWLINE_TOKEN:Since no one provided any justification, I've moved the main page. But we still need to fix the spelling in almost every Tolkien-related article. , Sunday, April 14, 2002`	2002	True	article	random	dev
66667.0	`just quick notes, since i don't have the time or background to write well on it...NEWLINE_TOKENNEWLINE_TOKENpurpose:  fund-raising vs control/social-engineering/behavior-modificationNEWLINE_TOKENNEWLINE_TOKENtypes: inheritance; custom/import/duty; reseller's; propertyNEWLINE_TOKENNEWLINE_TOKENrelated/see also: bonds; notesNEWLINE_TOKENNEWLINE_TOKENcapital gains taxNEWLINE_TOKENNEWLINE_TOKENpersonal property taxNEWLINE_TOKENNEWLINE_TOKENbusiness inventory tax (includes busines equipment)NEWLINE_TOKENNEWLINE_TOKENimport taxes vs farm subsidiesNEWLINE_TOKENNEWLINE_TOKENstamp dutyNEWLINE_TOKENNEWLINE_TOKENrevenue stampNEWLINE_TOKENNEWLINE_TOKENrevenue paperNEWLINE_TOKENNEWLINE_TOKENimputed interest/income tax (on zero coupon bonds)NEWLINE_TOKENNEWLINE_TOKENand just for humor, ``The Microsoft Tax``NEWLINE_TOKENNEWLINE_TOKEN     thanks  WPNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENThe phrase 'It distorts economies because it punishes productive people for being productive' in relation to progressive taxation does rather assume that people who are more productive get paid more. This does not neccesarily hold true, even if production is defined as contribution to the creation of wealth. It is certainly not true if production is defined as the creation of value.NEWLINE_TOKENNEWLINE_TOKENIn addition, the adjectives distort and punish seem rather emotive. It can be argued that people paying higher rate taxes have a duty to contribute to the economy and nation more than others. (such as one-nation toryism)NEWLINE_TOKENNEWLINE_TOKENInterested to discuss - DdroarNEWLINE_TOKENNEWLINE_TOKEN>Other purposes might include redistribution NEWLINE_TOKEN>of income from the rich to the poor,NEWLINE_TOKENNEWLINE_TOKENIf the state appropriates money for the exact opposite purpose (enrichment of the rich at the expense of the poor), is it still tax money? - n8chzNEWLINE_TOKENNEWLINE_TOKEN... might include ... - think it´s not necessary.NEWLINE_TOKEN`	2002	True	article	random	train
91460.0	`The actual idea behind time-out is to get the parent to cool-off. They are the real problem in a confrontation. It's rare that children need to ``cool off``.NEWLINE_TOKENNEWLINE_TOKENThe theory behind adult time-outs is that you deprive the child of your attention. Of course, in our electronic gadget society where children hardly ever see their parents anyways, that accomplishes nothing. So as a replacement for spending time with one's child and paying attention to them most of the time, someone invented the ``child time-out`` as a form of punishment instead. This is not an acceptable trade-off and that's why child time-outs are bad. They're still better than physical abuse of course.  Ark`	2002	True	article	random	train
109914.0	Done. This entry is lond, I'll see about chopping it up later. NEWLINE_TOKEN	2002	True	article	random	dev
113226.0	Note to Eclecticology: Hum, you just brought to my attention a naming conflict for two cities named Paris over at List of places and things named Paris. Are their other such conflicts within Canada? And if so are most of these between Ontario and the rest of Canada? The city naming convention was debated and worked out on the wikipedia mailing list and in several other places – it would have been nice to know of any possible systemic internal naming conflicts within Canada. Maybe this is one of the few exceptions that we can disambiguate on a case-by-case basis… What is the population of each of these Canadian Paris’? Is it at all likely that either of these will become encyclopedia articles?  	2002	True	article	random	dev
114890.0	`NEWLINE_TOKEN NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENGjalexei, you asked about whether there is an ``anti-editorializing`` policy here.  There is, and it's called wikipedia:neutral point of view.  It discusses at some length  the case of what we should do when writing about a subject which most of us find repugnant.  Whilst you're not likely to get too many defenders of FGM here, the need for the policy should be clearer for articles like abortion, for instance.NEWLINE_TOKENNEWLINE_TOKENIf something you write is edited and you're not sure why, please continue to question such edits on the talk page.  Sometimes, you'll learn more about wikipedia policy.  Sometimes, you'll find out that some other people working on here can get it flat-out wrong ) `	2002	True	user	random	train
116583.0	NEWLINE_TOKENNEWLINE_TOKEN7.11.02 1610 - Mav: This open source encyclopedia is an awesome living example of the viral growth of living information.  Thanks again for being gentle with a newbie...   btw, at times the server seems to be v-e-r-y slow in serving pages.  Are there plans to upgrade the host?  	2002	True	user	random	dev
120509.0	A new classification table is at Hominid. 	2002	True	article	random	dev
132491.0	`]NEWLINE_TOKENNEWLINE_TOKEN:: When I'm angry, I can't write from the NPOV. I've let articles I care deeply about languish for over a week at a time, until I could calm down enough to conform to wikipolicy. The more important the issue, and the more ``right`` I am, the fiercer my anger. Some issues require Olympian detachment to describe properly. My hat's off to anyone who can do it. (And where's Larry when you need him? ) `	2002	True	article	random	train
138074.0	`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENI'm not sure if it's properly called ``fifth tuning`` or ``perfect fifth tuning`` or what, but it does exist. The octave is slightly sharper than twice the frequency, but according to the book it sounds better that way because the first overtone of a piano is itself sharp. I don't have a piano, so I've never tried it; besides, the second overtone is even sharper than the first (stiff strings do that). -`	2002	True	article	random	test
139768.0	`NEWLINE_TOKENNEWLINE_TOKEN===Announcement===NEWLINE_TOKENI have compared Helga's original version and Helga's condensed version to each other as promised.  To be fair, Helga only claimed to have condensed, and not re-written the article.  in this, she is completely correct.  The problem, however, is that this condensation in no way makes the article less of a copyright violation.  As written, there is no way that this should be included on the site, IMO.  I have included the article below, with questions and comments(in bold) that I think must be answered in order to make the article useful and not just another way of trying to prove that Copernicus was Prussian.  That said, I really think that this deserves no more than a couple of lines in the Copernicus article.  Thanks all for bearing with me and helping make this work.  Helga, plese help out by answering the questions   and perhaps even doing a bit more research  so that we can work together to make this a well-written, meaninful, article. NEWLINE_TOKENNEWLINE_TOKEN:Copernicus as Ermland Administrator and the Prussian Coin ReformNEWLINE_TOKENNEWLINE_TOKEN:Nicolaus Copernicus is today world famous as Astronomer, but at home he wore many different hats. Amongst other positions he held, he was Nicolaus Copernicus Thornensis Prussus Mathematicus, the Prussian mathematician from Thorn. NEWLINE_TOKENNEWLINE_TOKENThis really isn't a position, I don't think  he wasn't hired as a city mathemetician.  Also, I think there should at least be some kind of connection for new readers as to how the whole Ermeland/Thorn/Prussia thing works  it is very unhelpful to assume that the reader will know that one is a city, the other a region, the other a principality, etc...NEWLINE_TOKENNEWLINE_TOKEN:In the Copernicus manustript an entry from December 1603 states in partial ...Nicolai Copernick Canonici Varmiensis, in Borussia Germaniae mathematici...NEWLINE_TOKENIn what manuscript? this appears to be a random comment, and doesn't make much sense  NEWLINE_TOKENNEWLINE_TOKEN:Besides being a church canon and administering as physician to his people, Nicolaus Copernicus worked with the other Prussian states on coin reform. NEWLINE_TOKENAgain, reference?  What Prussian states?  What does this mean in practical terms?NEWLINE_TOKENNEWLINE_TOKEN:The situation in Prussia as well as in other parts of Europe in the years before, during and after the Reformation became very insecure and confused. NEWLINE_TOKENCopernicus died in 1543  well before the Peace of Augsburg  Although this statement is correct, I'm not sure how Copernicus the church canon, physician, astronomer, etc., fits in.  NEWLINE_TOKENNEWLINE_TOKEN:There were cities in Prussia that fought for keeping the government of the Catholic Teutonic Knights and others, who fought to get the Papal domination out and to become Protestant. During this time the crown of Poland, held by the Lithuanian Jagiello’s, married to the imperial Habsburg's had some limited influence in the politics of Prussia. Sigismund I wanted the Prussian cities to give up their right to mint coins. The leading cities of Prussia, Thorn, Danzig and Elbing declared, never would they give up their individual city rights to mint coins. Minting coins was a right given by the emperor and giving up this right would mean loss of sovereignty . NEWLINE_TOKENNEWLINE_TOKENThis helps to explain something about the former, in that it sets up a Catholic-Protestent conflict.  My questions: NEWLINE_TOKENNEWLINE_TOKEN*What cities, if any, were ruled by the Teutonic Knights at the time  or was it all of Prussia?  NEWLINE_TOKEN*Does this have something to do with either the Second treaty of Thorn or the abdication of Albrecht of Prussia from his position as Grand Master of the Teutonic Knights?  From the other info on the site, it looks like there may have been some conflict over jurisdiction between Albrecht and his heirs and the TKs, who began to get their Grand Masters by imperial appointment (and from the impreial  read Habsburg  family)NEWLINE_TOKEN*How do the Jagiellos fit in?  Is their involvement because of their distant connection to the Habsburgs, as Helga implies?  or because (as we know from other articles) at one point, residents of the area had appealed to the Polish rulers for help in overthrowing the Teutonic Knights?NEWLINE_TOKEN*'''Could the objections of the cities mentioned not have something to do with their being members of the Hansa  a group notoriously jealous of their independence and privileges?  In answer to the much-anticipated imperial comment, viz., that the objections had  to do with an infringement of imperial right and law, I cry bullshit.  The Hansa cities regularly played off their position between the emperors and other rulers  Emperors could grant them independence from local rule, but the cities fought hard to keep the emperors from having too much control.  They, like rich bankers like the Fuggers and Welsers, used their economic sway as much as possible to influence th	2002	True	article	random	train
143728.0	NEWLINE_TOKEN:: You have a valid point,, thanks... any other opinions? 	2002	True	article	random	train
146770.0	NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENSome crossword grids don't have black squares  instead some gridlines are bold.	2002	True	article	random	train
153941.0	`I do not understand this sentence: ``Several authors have criticised the historical inaccuracies perpetrated upon Auschwitz [...]`` It sounds a bit like Colorless green ideas sleep furiously to me. Can an innaccuracy be perpetrated?NEWLINE_TOKENNEWLINE_TOKENPerhaps some elaboration is necessary to, because we don't know what innacuracies these are.brankoNEWLINE_TOKEN`	2002	False	article	random	train
162213.0	NEWLINE_TOKENNEWLINE_TOKEN:: Thanks for your help.... I am not sure about the redirecting part, if I didn't do it right, please fix for me or instruct.  I am still unclear, but I tried my best.  Thanks for your suggestions.NEWLINE_TOKENNEWLINE_TOKEN	2002	True	user	random	dev
175279.0	NEWLINE_TOKENNEWLINE_TOKENI didn't, I simply merged it in with the entry about aphids.  There are a lot of creatures that have symbiotic relationships with ants, so that only the very most notable should be listed, except maybe on a second page.	2002	True	user	random	dev
177450.0	`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENSorry, it seems I walked on your feet. If you really want the move, please do it, I will no longer interfere.NEWLINE_TOKENNEWLINE_TOKENBTW, to copy pages and preserve their formatting, I suggest you do this:NEWLINE_TOKEN* edit the pageNEWLINE_TOKEN* copy the text in the edit formNEWLINE_TOKEN* edit the new pageNEWLINE_TOKEN* paste the copied text in the edit formNEWLINE_TOKENNEWLINE_TOKENTo see the ingoing links you need to correct, click on ``What links here`` at the bottom of a page.NEWLINE_TOKENNEWLINE_TOKEN 13:34 Aug 26, 2002 (PDT)`	2002	True	user	random	train
179630.0	`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN: At the end of the day, it's all arbitrary. The Earth rotates about an axis. One end is called ``north``, the other ``south``.  `	2002	True	article	random	train
188130.0	NEWLINE_TOKENNEWLINE_TOKENNo, it is not the same as the Fischer clock. The Bronstein clock would already get closer, as in byo-yomi like in Bronstein but unlike Fischer one cannot 'save up' time for the next move. However, byo-yomi differs from both systems because the extra time is only received when the normal playing time has already been lost, whereas the Fischer and Bronstein systems do it from the first move on. 	2002	True	article	random	dev
189361.0	`NEWLINE_TOKEN-NEWLINE_TOKENBe lenient on Topory aka Piotr Parda. He is an honest guy. These images areNEWLINE_TOKENintended for the Polish Wikipedia. I guess.NEWLINE_TOKENNEWLINE_TOKEN:It's completely fine if they are for the Polish Wikipedia  there is just no easy way to find this out unless people state this in their uploads. Simply saying ``Polska Wikipedia`` would be clear enough for me to take at face value. mav`	2002	True	user	random	dev
195355.0	NEWLINE_TOKEN::::That's reasonable enough; I just saw the conflict on this one page and not on the rest.  I don't know details of it either, and if I had noticed the rest I probably would have been suspicious also (like Mav, below).  Also like mav, though, I probably would have noted why I reverted any changes on the article's talk page.  Best,  NEWLINE_TOKEN	2002	True	user	random	dev
198261.0	NEWLINE_TOKENNEWLINE_TOKENI think it is 1861.  James Clerk Maxwell used a color separation method to take three b/w photos through red green and blue filters.  Examples of photos using this technique by Prokudin-Gorskii can be seen at  http://www.loc.gov/exhibits/empire/     	2002	True	article	random	train
200354.0	NEWLINE_TOKENNEWLINE_TOKENok i'll come back. But i get annoyed when ppl have more power than others. - fonzy	2002	True	user	random	train
200664.0	NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN NEWLINE_TOKENThanks on the info on how to move a page. re:   The Walt Disney Company. [User:Christopher Mahan|Chris Mahan] 20020906	2002	True	user	random	test
201712.0	NEWLINE_TOKENNEWLINE_TOKENHello there, welcome to the 'pedia! I hope you like the place and decide to stay. If you need any questions answered about the project then check out Wikipedia:Help or add a question to the Village pump. Cheers! 	2002	True	user	random	train
207166.0	`NEWLINE_TOKENNEWLINE_TOKEN: To attempt to briefly several of Ed's questions from what I can only hope is an Eastern Orthodox Christian POV:NEWLINE_TOKEN: * Nothing ``compels`` a just God to ``enforce`` a person's separation from Him, save the principle of the person's free will. If a person chooses not to love God, or chooses a life separate from God, that amounts to the same as choosing death, since they are cutting themselves off from the ultimate source of life. Looking at the word ``perish`` in John 3:16, in Greek it is in neither active nor passive voice, but rather ``middle voice``, which means a better translation would be ``whoever does not believe in him will destroy himself``. Living in the presence of an all-loving God while rejecting that love is how some Orthodox theologians describe Hell; hence, God's love is sometimes described as a ``river of fire``. Hence both God's goodness and justice are preserved, as well as each person's free will.NEWLINE_TOKEN: * Also, Jesus did not have to die. To say that he was forced to die would imply that some external force or law is greater than God and forced God to act against His will. Eastern Orthodoxy has always rejected this notion, and rather says that Jesus chose to lay down his life in order trample down death by death. When Death tried to swallow up the the Giver of Life, Death's power was overcome. As for alternative plans, none are discussed, but that's not the same as saying that God had no choice or was compelled by something or someone else. Some Church Fathers speak of Christ triumphantly mounting the Cross like a steed.NEWLINE_TOKEN: * The Jews did not have to accept Jesus as their Messiah. He simply was their Messiah; it was not an elected office, and their choices did not change this fact, did not prevent his triumphant death or his resurrection. Many Jews did believe in him, many more did not.NEWLINE_TOKEN: Hope this helps. I'll have to look another time at whether or how any of this should affect the article, as I'm obviously coming in very late to an old discussion.  17:15 Sep 9, 2002 (UTC)`	2002	True	article	random	train
207582.0	NEWLINE_TOKENNEWLINE_TOKEN::: On the fringes of any nation the melting pot effect is less pronounced. The homogenisation of England did not permeate beyond the Tamar into the Cornish peninsular until the later half of the 19th century, and it is this fact that gives rise to a separate Cornish identity. In the rest of England the Celtic identity of the Britons was subsumed by the waves of Anglo-Saxon, Danish and Norman invasions, but the King on the throne of England has been the Cornish people’s overlord for some 1200 years. Even so, the Cornish language aside (of which there has not been one native speaker for 150 years), I wonder if this identity is any really any stronger that that of Yorkshire. A Yorkshireman has a distinct identity different from much of England but very few would not claim England to be the nation of their birth.NEWLINE_TOKENNEWLINE_TOKEN:::In the 19th century a Cockney and a Geordie meeting for the first time would have found great difficulty communicating, though they were speaking the same tongue, but both would have been sure they were living in England. England was until relatively recently a land of containing many regional identities and has only relatively recently started to become a blurry single entity. What is England and Englishness anyway? Is it drinking tea?, or eating roast beef?, or playing cricket? or a sense of fair play?, or belief in trial by jury?, or a particular sense of humour? If it is anyone of these I don’t see how the Cornish differ from the English.NEWLINE_TOKENNEWLINE_TOKEN:::Leaving aside these philosophical issues and returning to the realpolitik as sjc calls it the situation is clear. The Cornish nation ceased to exist some 1200 years ago and the duchy of Cornwall is irrelevant to the governmental administration of the region. It is administered by a county council fairly elected by the inhabitants many of whom are happy to call themselves English. Some are not, but some Scots nationalists dislike being called British, the fact remains that Scotland is in Britain (UK) similarly those Cornish people may dislike being called English cannot get away from the fact that as it stands Cornwall remains a county in England until a Cornish nation is re-established. Despite the aspirations of Cornish nationalists/separatists and despite the anachronistic state of affairs regarding the Duchy of Cornwall, Cornwall is currently a county in England and to fail to describe it as such is simply erroneous. It would be a misrepresentation of the facts to state otherwise. NEWLINE_TOKENNEWLINE_TOKENAs for the arguments regarding the specific wording of this article, as long as it continues to state that 'Cornwall is a county of Great Britain' or similar avoidance of the words 'county in England', new readers will contineu to try to correct it back to 'county in England' because rightly or wrongly, that's what everybody apart from a small minority (and as far as Wikipedia is concerned I think it's a minority of one), perceive it to be. 00:41 Sep 10, 2002 (UTC)	2002	True	article	random	dev
213105.0	`NEWLINE_TOKENNEWLINE_TOKEN: I should do that too, I agree, but I've also encountered (not today) pages with similar contents that had nothing to do with 9/11. In my ``cleaning frenzy``, I just forget to check. `	2002	True	user	random	test
